NAME_1,NAME_2,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,Population_2024,PSGC_Match_Info,Distance_from_Metro Manila_km,No_Work_Count
Iloilo,Cabatuan,36069,41234,21,1,1,40223,Cabatuan,438.5245904006624,2
Iloilo,SantaBarbara,154329,126427,14,11,2,92420,Santa Barbara,448.0827147532304,0
Iloilo,Pototan,19964,18673,21,2,1,78919,Pototan,436.1114531273062,0
Iloilo,Mina,11765,11971,10,1,1,24145,Mina,438.3696209573434,0
Iloilo,BarotacNuevo,11031,10065,21,2,1,59184,Barotac Nuevo,444.63507064471713,0
Iloilo,Anilao,11031,10065,21,2,1,30612,Anilao,444.63507064471713,0
Iloilo,NewLucena,34766,34159,24,3,2,24785,New Lucena,444.8134366445894,0
Iloilo,Zarraga,48047,36742,9,1,1,27852,Zarraga,449.9510435383395,0
Iloilo,Dumangas,220955,248063,13,26,3,75239,Dumangas,453.4491724702251,0
Iloilo,BarotacViejo,96867,106790,32,6,5,49736,Barotac Viejo,435.5420668332301,0
Iloilo,Banate,14568,10533,18,38,3,33790,Banate,434.25848399904766,0
NegrosOccidental,EnriqueB.Magalona,11009,930,40,1,1,65730,Enrique B. Magalona,463.6784423067143,0
NegrosOccidental,SilayCity,31852,28201,16,6,4,136802,City of Silay,467.1669928209568,0
NegrosOccidental,VictoriasCity,20160,8272,23,5,2,90290,City of Victorias,465.1326169237114,0
Iloilo,SanMiguel,55033,101445,8,8,2,179792,San Miguel,452.7966779672611,0
Iloilo,Oton,85813,124435,21,4,2,99920,Oton,454.1279583167855,0
Iloilo,Pavia,169513,178808,19,12,4,74594,Pavia,455.3704496619233,0
Iloilo,IloiloCity,105855,94061,28,81,12,473728,City of Iloilo ,459.3022716495089,0
Iloilo,Leganes,63394,46990,17,4,1,36542,Leganes,454.8524871607371,0
Guimaras,Buenavista,57230,16836,32,34,6,31550,Buenavista,464.4397539015658,0
Guimaras,Jordan,74506,91895,9,1,1,40647,Jordan ,469.63065418012377,0
Guimaras,NuevaValencia,33371,15375,31,37,15,43822,Nueva Valencia,481.3001173199271,0
Guimaras,Sibunag,5230,4183,42,1,1,23787,Sibunag,479.0446888976418,0
Guimaras,SanLorenzo,7559,16887,9,1,1,30266,San Lorenzo,472.6882580146437,0
NegrosOccidental,TalisayCity,111635,93108,18,4,2,109204,City of Talisay,475.2319744998735,0
NegrosOccidental,BacolodCity,23221,189,36,3,2,624787,City of Bacolod ,480.3915023031817,0
NegrosOccidental,Pulupandan,50839,148187,14,1,1,31942,Pulupandan,492.8411177125998,0
NegrosOccidental,BagoCity,120411,158931,6,5,2,192993,City of Bago,493.25595219280297,0
NegrosOccidental,Valladolid,9410,6857,12,2,1,40487,Valladolid,496.861837382589,0
NegrosOccidental,Murcia,113552,103671,10,34,15,90123,Murcia,493.2488496571269,0
NegrosOccidental,CadizCity,4426,3593,16,9,6,161558,City of Cadiz,461.8659312334759,0
NegrosOccidental,Manapla,4735,124762,31,1,1,55882,Manapla,464.73566651855526,0
NegrosOccidental,SagayCity,58023,73030,13,11,2,152543,City of Sagay,478.87765451728194,0
NegrosOccidental,EscalanteCity,49438,35226,20,1,1,97050,City of Escalante,493.5686262416388,0
NegrosOccidental,Toboso,18536,12717,49,2,1,44973,Toboso,498.90628873160585,0
NegrosOccidental,Calatrava,29432,29186,20,4,3,11254,Calatrava,502.83536235014935,0
NegrosOccidental,SalvadorBenedicto,3630,3180,23,3,3,28231,Salvador Benedicto,505.05668520804096,0
NegrosOccidental,SanCarlosCity,129432,95181,15,2,2,208330,City of San Carlos,517.0396672811883,0
Cebu,Asturias,115658,130419,4,1,1,54777,Asturias,531.5358500741964,0
Cebu,Balamban,260935,305393,17,1,1,98170,Balamban,538.7744162842056,0
NegrosOccidental,SanEnrique,19323,24371,40,2,2,37381,San Enrique,503.4154185525927,0
NegrosOccidental,Pontevedra,102243,102148,15,63,5,51956,Pontevedra,509.564303772241,0
NegrosOccidental,Hinigaran,70330,67347,30,22,3,90403,Hinigaran,515.4287517900268,0
NegrosOccidental,LaCarlotaCity,22225,27428,16,25,2,67740,City of La Carlota,504.294062637475,0
NegrosOccidental,LaCastellana,10222,4500,43,5,1,82500,La Castellana,517.4294750741996,0
NegrosOccidental,Binalbagan,61847,54098,11,12,5,72594,Binalbagan,523.3133832300815,0
NegrosOccidental,HimamaylanCity,85128,72527,12,43,14,117286,City of Himamaylan,530.3447454747746,0
NegrosOccidental,Isabela,19683,16949,34,43,3,151297,City of Isabela,529.1274458168659,0
NegrosOccidental,MoisesPadilla,11664,5246,31,6,1,44864,Moises Padilla,526.6831910128766,0
NegrosOccidental,Cauayan,89273,17913,36,11,6,143539,City of Cauayan,538.1046708312278,0
NegrosOccidental,SipalayCity,46922,11403,27,4,1,73847,City of Sipalay,551.7143930472035,0
NegrosOccidental,Candoni,9260,4775,45,5,2,22083,Candoni,556.1426089355137,0
NegrosOccidental,KabankalanCity,8295,6307,32,4,1,210893,City of Kabankalan,542.5703683504217,0
NegrosOccidental,Ilog,51307,19054,12,1,1,63444,Ilog,542.7510195026765,0
NegrosOriental,Ayungon,3465,1143,63,2,2,50688,Ayungon,561.4102993043108,0
NegrosOriental,Tayasan,28108,12527,42,2,1,39005,Tayasan,561.2166279854514,0
NegrosOriental,Mabinay,21601,11554,48,13,1,85770,Mabinay,570.7347827898042,0
NegrosOriental,Bindoy,12392,4525,45,4,4,41543,Bindoy,568.2089705468098,0
NegrosOriental,CanlaonCity,9826,9262,16,6,1,62785,City of Canlaon,522.4710135827812,0
NegrosOriental,Vallehermoso,64238,120644,6,6,2,42421,Vallehermoso,527.6276284327089,0
NegrosOriental,GuihulnganCity,3907,2850,27,3,2,106576,City of Guihulngan,537.8035140795928,0
Cebu,ToledoCity,135093,142239,6,11,4,206692,City of Toledo,547.5900259973375,0
Cebu,Pinamungahan,70515,94678,5,17,10,0,,550.4294243881803,0
Cebu,Aloguinsan,26228,18066,32,5,4,34990,Aloguinsan,558.9236957311651,0
Cebu,Barili,185250,31106,5,6,1,82427,Barili,562.3696740608523,0
Cebu,NagaCity,9774,13160,3,1,1,210545,City of Naga,562.0159289438411,6
Cebu,Minglanilla,235515,169607,6,3,2,155934,Minglanilla,562.4487473173124,0
Cebu,SanFernando,14832,11898,18,20,1,124809,City of San Fernando ,564.8838469605394,0
Cebu,Carcar,27044,56313,5,3,1,140308,City of Carcar,568.0931849577238,0
NegrosOriental,LaLibertad,37879,6156,43,3,1,42721,La Libertad,551.8274536992553,0
NegrosOriental,Jimalalud,1836,1096,52,1,1,32996,Jimalalud,557.4453318372773,0
Cebu,Moalboal,6548,2883,100,1,1,37993,Moalboal,572.7505872766301,0
Cebu,Alcantara,81738,85704,5,2,1,16417,Alcantara,577.5916230558571,0
Cebu,Badian,155322,237506,9,3,1,44626,Badian,586.2790234925575,0
Cebu,Alegria,42125,27463,35,1,1,26520,Alegria,590.9108359587743,0
Cebu,Dumanjug,37772,26497,20,8,5,59954,Dumanjug,569.2627413311601,0
Cebu,Sibonga,2969,2393,48,1,1,54610,Sibonga,574.1290083579637,0
Cebu,Ronda,27670,23485,28,6,3,21179,Ronda,571.6670649558772,0
Cebu,Argao,13480,14925,44,3,1,78111,Argao,580.3440653603959,0
Cebu,Dalaguete,17335,17183,30,5,1,75937,Dalaguete,589.9614357398791,0
Palawan,Cagayancillo,38419,13215,33,13,1,7164,Cagayancillo,551.0735392307253,0
NegrosOccidental,Hinoba-An,10207,7794,34,16,2,64364,Hinoba-an,572.8781076995328,0
NegrosOriental,Basay,69339,43234,41,1,1,30018,Basay,595.8136529406781,0
NegrosOriental,BayawanCity,21092,22991,15,12,1,126744,City of Bayawan,581.302166289421,0
NegrosOriental,BaisCity,102858,132017,9,2,2,88050,City of Bais,587.6387710608593,0
NegrosOriental,TanjayCity,9879,10036,26,1,1,84593,City of Tanjay,596.8034325072352,0
NegrosOriental,Pamplona,131782,79294,13,9,2,25182,Pamplona,611.4113102127292,0
NegrosOriental,SantaCatalina,159201,165649,5,4,1,14319,Santa Catalina,618.0130887076309,0
NegrosOriental,Siaton,24445,20117,23,11,2,84169,Siaton,640.314104458647,0
NegrosOriental,Manjuyod,3856,3650,24,1,1,46461,Manjuyod,587.878073786179,0
Cebu,Malabuyoc,75846,32580,8,1,1,20378,Malabuyoc,601.7021985592725,0
NegrosOriental,Amlan,33881,83165,7,1,1,26566,Amlan,618.8618294082652,0
Cebu,Ginatilan,98822,84497,8,8,4,17184,Ginatilan,613.9228858141852,0
Cebu,Samboan,91679,91449,9,13,6,20736,Samboan,614.4746954412068,0
Cebu,Oslob,21063,17027,19,1,1,29378,Oslob,617.4059449409988,0
NegrosOriental,SanJose,99455,123822,10,18,11,156714,San Jose City,620.5890625028774,0
Cebu,Santander,85940,64465,33,8,4,18669,Santander,623.6334870610436,0
Cebu,Alcoy,7564,7209,6,3,1,19207,Alcoy,597.5652329638643,0
Cebu,Boljoon,115503,137762,23,6,2,17153,Boljoon,607.1235303896738,0
Bohol,Panglao,27555,89985,12,3,2,41760,Panglao,630.6926076807422,1
NegrosOriental,Sibulan,11512,8460,29,9,3,69092,Sibulan,624.2303004030052,0
NegrosOriental,Valencia,5117,9007,437,5,1,223620,City of Valencia,628.8160725182082,1
NegrosOriental,DumagueteCity,3449,4226,4,5,1,142171,City of Dumaguete ,635.9952694820926,0
NegrosOriental,Dauin,45452,1197,14,1,1,30921,Dauin,642.5921954108469,0
NegrosOriental,Zamboanguita,5243,8043,15,1,1,30412,Zamboanguita,646.2076082254731,0
NegrosOriental,Bacong,109203,115809,28,23,7,43889,Bacong,642.0328498031853,0
Siquijor,EnriqueVillanueva,17764,20652,25,3,2,6965,Enrique Villanueva,653.7133172683648,0
Siquijor,Larena,81361,38698,19,17,13,14933,Larena,654.0027098814547,0
Siquijor,Siquijor,13090,17223,13,4,2,30215,Siquijor ,655.7106061973894,0
Siquijor,SanJuan,11340,12180,113,2,1,134312,City of San Juan,657.4378935385856,0
Siquijor,Lazi,12666,23373,19,2,1,23092,Lazi,668.6304590834854,0
Siquijor,Maria,59499,181782,6,4,2,15146,Maria,663.9818431643887,0
ZamboangadelNorte,Manukan,30474,36740,413,18,4,35669,Manukan,714.4183643657016,0
ZamboangadelNorte,JoseDalman,107045,50381,30,2,2,27951,Jose Dalman,715.5690883179948,0
ZamboangadelNorte,DapitanCity,76751,22817,44,6,1,87699,City of Dapitan,690.6380486873694,0
ZamboangadelNorte,DipologCity,87784,84883,22,80,16,136528,City of Dipolog ,711.292307869715,0
ZamboangadelNorte,Pres.ManuelA.Roxas,37232,26953,42,25,4,38649,Pres. Manuel A. Roxas,716.13203115197,0
ZamboangadelNorte,Katipunan,73619,85531,39,43,8,43427,Katipunan,720.2393910289799,0
ZamboangadelNorte,Polanco,70561,65015,12,15,6,40485,Polanco,721.329420405278,0
ZamboangadelNorte,Sibutad,5432,3100,10,2,1,18199,Sibutad,710.8201587635157,0
MisamisOccidental,Baliangao,7961,7648,68,5,2,18500,Baliangao,720.1665568857285,0
ZamboangadelNorte,Rizal,42592,6479,43,7,1,20491,Rizal,720.5948183622559,0
MisamisOccidental,SapangDalaga,42592,6479,43,7,1,21006,Sapang Dalaga,720.5948183622559,0
MisamisOccidental,Plaridel,54358,161427,89,1,1,120939,Plaridel,724.5453312751104,0
MisamisOccidental,Calamba,293288,315743,7,1,1,575046,City of Calamba,728.2042622395622,0
ZamboangadelNorte,Pinan,259987,281721,17,6,2,0,,728.624907347074,0
ZamboangadelNorte,LaLibertad,112139,131692,11,2,2,42721,La Libertad,730.3390446486718,0
ZamboangadelNorte,Mutia,2515,2170,38,1,1,12197,Mutia,736.9078296679505,0
MisamisOccidental,LopezJaena,5386,6005,23,1,1,25806,Lopez Jaena,733.9820579644518,0
MisamisOccidental,OroquietaCity,29250,36552,15,1,1,71373,City of Oroquieta ,741.0293540217056,3
MisamisOccidental,Concepcion,124071,27014,39,4,2,178549,Concepcion,743.3470338778004,3
Tawi-Tawi,Mapun,19767,9726,78,6,2,29218,Mapun,887.736244561009,0
Sulu,Pangutaran,10092,2068,38,4,2,41575,Pangutaran,921.5815313862338,0
Sulu,Parang,2017,1615,72,1,1,83092,Parang,958.4702941169136,0
Sulu,Indanan,5127,4791,36,1,1,105384,Indanan,956.6227331128906,0
Sulu,Lugus,5830,4234,141,2,1,35412,Lugus,989.549381669594,0
Sulu,Tapul,74732,15339,50,15,1,21830,Tapul,985.1562286119482,0
ZamboangadelNorte,Gutalac,38332,13945,44,6,2,37512,Gutalac,746.2330982831438,0
ZamboangadelNorte,Baliguian,8890,1863,52,1,1,25585,Baliguian,754.123295906086,0
ZamboangadelNorte,Siocon,5095,366,50,1,1,51239,Siocon,768.8592635741084,0
ZamboangadelNorte,Sirawai,11223,8675,60,4,2,39836,Sirawai,789.3833463807877,0
ZamboangaSibugay,RosellerLim,6955,6303,47,3,2,44735,Roseller Lim,782.7414725525191,0
ZamboangaSibugay,Tungawan,23503,12207,47,2,1,48013,Tungawan,789.6185121694442,0
ZamboangadelNorte,Sibuco,4728,4193,63,1,1,37883,Sibuco,801.5861251809607,0
ZamboangadelSur,ZamboangaCity,1014,1544,151,1,1,1018849,City of Zamboanga,807.5400539530672,2
ZamboangadelNorte,Labason,2760,39966,9,1,1,44615,Labason,744.9685915171067,0
ZamboangadelNorte,Liloy,72405,75139,127,12,2,41881,Liloy,738.9758935397571,0
ZamboangadelNorte,Kalawit,1884,1913,72,1,1,23381,Kalawit,748.4246347159362,0
ZamboangadelNorte,Sindangan,45637,46999,94,1,1,104514,Sindangan,722.410292589624,0
ZamboangadelNorte,Salug,2865,3658,39,1,1,33060,Salug,746.8998741266447,0
ZamboangadelNorte,Bacungan,18087,17886,18,1,1,0,,746.218512145648,0
ZamboangadelNorte,Tampilisan,25734,14965,23,1,1,24653,Tampilisan,753.2190292707439,0
ZamboangaSibugay,Titay,103250,84232,11,10,2,55534,Titay,766.2075746102938,0
ZamboangaSibugay,Naga,15238,4599,211,2,1,210545,City of Naga,768.6295594692841,6
ZamboangaSibugay,Ipil,4678,4626,11,3,1,96363,Ipil ,777.9291553104208,0
ZamboangadelNorte,Godod,137057,18275,34,2,1,18040,Godod,754.958286822353,0
ZamboangaSibugay,Kabasalan,6472,3656,25,5,1,48366,Kabasalan,771.3923613855472,0
ZamboangadelSur,Bayog,49695,14990,44,5,2,32687,Bayog,775.6135376436497,0
ZamboangaSibugay,Siay,128157,87562,8,3,1,43233,Siay,785.9241259880695,0
ZamboangaSibugay,Diplahan,28347,20042,8,2,2,32423,Diplahan,783.3564052480855,0
ZamboangaSibugay,Buug,40216,39201,14,3,1,38730,Buug,785.6472066867794,0
ZamboangadelNorte,Siayan,4099,3959,13,1,1,40937,Siayan,738.8899464719988,0
ZamboangadelNorte,SergioOsmenaSr.,29488,14733,15,2,1,0,,743.0313499445649,0
ZamboangadelSur,Dumingag,73632,55667,32,4,1,48495,Dumingag,760.4407084120434,0
ZamboangadelSur,Mahayag,71432,64681,12,16,1,48695,Mahayag,761.5058751787947,0
ZamboangadelSur,Midsalip,841,5847,52,11,1,35643,Midsalip,764.4463083057345,0
ZamboangadelSur,Sominot,50159,63158,26,3,1,17247,Sominot,767.6107228962188,0
MisamisOccidental,DonVictorianoChiongbian,12913,4223,60,2,1,10214,Don Victoriano Chiongbian,752.7964803830083,0
MisamisOccidental,Sinacaban,23933,17698,23,5,3,20176,Sinacaban,762.0011191777417,0
MisamisOccidental,Tudela,10537,9338,58,1,1,11638,Tudela,764.4062365517823,1
MisamisOccidental,Clarin,36672,12972,57,5,3,21318,Clarin,767.3928169550775,1
ZamboangadelSur,Molave,39604,39022,14,9,1,52540,Molave,763.3470384609893,0
ZamboangadelSur,Josefina,31155,30874,15,3,1,11190,Josefina,762.1392161147243,0
ZamboangadelSur,Tambulig,9892,4664,27,3,1,37400,Tambulig,767.4462350142899,0
ZamboangadelSur,RamonMagsaysay,12461,13655,23,3,3,28419,Ramon Magsaysay,773.785476777015,0
MisamisOccidental,Bonifacio,16895,347,7,1,1,34942,Bonifacio,771.0647669243954,0
MisamisOccidental,OzamisCity,64900,9777,46,16,6,0,,773.872551811482,0
MisamisOccidental,TangubCity,7186,941,16,1,1,68419,City of Tangub,776.49195662274,0
ZamboangadelSur,Lakewood,9688,9076,85,4,2,23599,Lakewood,771.5267393444606,0
ZamboangadelSur,PagadianCity,40962,9653,41,2,2,206483,City of Pagadian ,775.2753812214734,0
ZamboangadelSur,Labangan,29595,12315,46,12,2,45343,Labangan,780.5129929467813,0
ZamboangadelSur,Kumalarang,1819,1765,42,1,1,30815,Kumalarang,786.8605413420333,0
ZamboangadelSur,Lapuyan,25670,4840,49,13,7,28686,Lapuyan,802.5338981614719,0
ZamboangadelSur,Tigbao,11286,13076,21,2,1,19716,Tigbao,789.1849915969912,0
ZamboangadelSur,Dumalinao,209224,297154,13,1,1,34188,Dumalinao,794.6690927778353,0
ZamboangadelSur,Guipos,23282,11039,107,1,1,22173,Guipos,799.1212788397668,0
ZamboangadelSur,SanMiguel,9594,9582,7,1,1,179792,San Miguel,803.7603314633549,0
ZamboangadelSur,SanPablo,7433,2919,48,1,1,300166,City of San Pablo,807.4911122400131,0
ZamboangadelSur,Tukuran,4805,4789,11,1,1,42683,Tukuran,781.767944411761,0
ZamboangadelSur,Aurora,5080,4839,10,1,1,37191,Aurora,783.1762360914448,0
LanaodelNorte,Lala,30253,11336,63,1,1,75015,Lala,792.6518765206489,0
LanaodelNorte,Kapatagan,24846,31539,11,4,2,72762,Kapatagan,799.5946398405124,0
LanaodelNorte,SultanNagaDimaporo,62492,73818,10,2,1,65656,Sultan Naga Dimaporo,803.7659772606319,0
ZamboangaSibugay,Payao,15602,8204,50,12,2,33156,Payao,798.8408984465523,0
ZamboangaSibugay,Alicia,100631,47378,43,17,2,74699,Alicia,811.4710275124719,0
ZamboangaSibugay,Imelda,214128,139657,6,2,1,29652,Imelda,797.4449944148977,0
ZamboangaSibugay,Malangas,197361,232641,5,1,1,33194,Malangas,799.0385259343203,0
ZamboangaSibugay,Talusan,4102,3295,22,2,2,17925,Talusan,821.6311763646848,0
ZamboangaSibugay,Mabuhay,26606,11711,29,11,4,24296,Mabuhay,821.758067219698,0
ZamboangaSibugay,Olutanga,1786,1850,11,1,1,34124,Olutanga,827.2147084730495,0
ZamboangadelSur,Margosatubig,380,281,52,1,1,36025,Margosatubig,812.3432466442098,0
ZamboangadelSur,VincenzoA.Sagun,260135,199114,11,2,1,22619,Vincenzo A. Sagun,819.2459939825338,0
ZamboangadelSur,Dinas,23591,7216,126,1,1,35409,Dinas,811.7821179521446,0
ZamboangadelSur,Dimataling,8702,7895,15,1,1,33156,Dimataling,816.1094052638302,0
ZamboangadelSur,Pitogo,3973,4091,15,1,1,22499,Pitogo,830.8462102447025,0
ZamboangadelSur,Tabina,35238,35332,6,1,1,24591,Tabina,834.1562043984712,0
Basilan,Lantawan,4918,7004,45,10,1,48777,Lantawan,867.973420610371,0
Basilan,IsabelaCity,8402,7743,82,1,1,151297,City of Isabela,883.9276750208659,0
Basilan,LamitanCity,27127,5202,62,3,1,116652,City of Lamitan ,882.1315107160065,0
Basilan,Akbar,46998,9710,44,11,4,27911,Akbar,891.7740334216753,0
Basilan,Maluso,55265,16717,55,4,3,66817,Maluso,898.3526055503444,0
Basilan,Sumisip,3161,1400,57,1,1,55778,Sumisip,906.5161580934208,0
Basilan,Al-Barka,22669,24172,48,4,2,30318,Al-Barka,901.1850147271176,0
Basilan,UngkayaPukan,21362,10702,40,93,2,31041,Ungkaya Pukan,901.3431687792194,0
Basilan,Tipo-Tipo,2897,2838,55,1,1,32734,Tipo-Tipo,903.1114850792462,0
Basilan,HadjiMohammadAjul,7528,7221,52,1,1,32806,Hadji Mohammad Ajul,893.1421988330271,0
Basilan,Tuburan,11153,8033,40,1,1,68307,Tuburan,897.002091850994,0
Sulu,HadjiPanglimaTahil,3217,2371,425,1,1,8441,Hadji Panglima Tahil,945.6296847997306,0
Sulu,Patikul,8568,13045,42,2,1,92600,Patikul,947.4289666119502,0
Sulu,Jolo,10379,5580,54,7,2,152067,Jolo ,951.077893134894,0
Sulu,Maimbung,7750,3796,20,1,1,85681,Maimbung,958.3641778356924,0
Sulu,Talipao,19867,16331,55,5,2,107901,Talipao,954.7333063639014,0
Sulu,OldPanamao,13329,13359,42,1,1,53903,Old Panamao,954.8883642018482,0
Sulu,PanglimaEstino,11604,19396,37,1,1,37157,Panglima Estino,956.6681081262732,0
Sulu,Luuk,14434,14095,43,1,1,44741,Luuk,960.5660647721082,0
Sulu,Tongkil,13392,11655,45,4,1,39202,Tongkil,959.314057026954,0
Sulu,KalingalanCaluang,21218,18739,23,1,1,42845,Kalingalan Caluang,961.7805964505836,0
Sulu,Pata,59997,15065,43,5,1,27974,Pata,981.5487170079332,0
Tawi-Tawi,Sitangkai,5235,4891,75,2,1,42172,Sitangkai,1098.9484895823462,0
Tawi-Tawi,Sibutu,10103,8317,40,1,1,38070,Sibutu,1097.776802709031,0
Tawi-Tawi,Languyan,93756,18674,49,6,3,41587,Languyan,1043.726812836995,0
Tawi-Tawi,Bongao,21163,8843,52,18,3,131887,Bongao ,1064.858446226307,0
Tawi-Tawi,PanglimaSugala,38541,14345,61,3,3,52657,Panglima Sugala,1067.839628592866,0
Tawi-Tawi,Simunul,13676,8391,64,63,3,35616,Simunul,1085.3114345641195,0
Tawi-Tawi,Tandubas,65401,21244,49,6,1,34702,Tandubas,1045.8329534353184,0
Tawi-Tawi,Sapa-Sapa,3556,3665,73,23,1,37129,Sapa-Sapa,1068.8712499585338,0
Sulu,Pandami,6548,12641,39,5,1,35369,Pandami,1010.4648522634076,0
Sulu,Siasi,30741,10245,45,238,10,100076,Siasi,1007.8452983193116,0
Tawi-Tawi,SouthUbian,65745,14574,55,13,2,31942,South Ubian,1045.179190112633,0
Cebu,SanRemigio,192510,227581,5,34,5,36170,San Remigio,505.3087584954793,0
Cebu,BogoCity,66215,89663,4,1,1,90187,City of Bogo,504.261819843119,0
Cebu,Tabuelan,27564,13542,36,12,3,29662,Tabuelan,515.8502912148741,0
Cebu,Tabogon,13063,15396,9,1,1,42066,Tabogon,513.7681526352754,0
Cebu,Borbon,120389,124527,6,3,1,40097,Borbon,522.1040394003323,0
Leyte,Matag-Ob,187441,233927,19,63,2,18618,Matag-Ob,535.3004671635747,0
Leyte,Palompon,21936,22092,10,2,2,59486,Palompon,534.3221299139865,0
Leyte,Isabel,139401,147490,83,73,8,46858,Isabel,547.2998938458467,0
Cebu,Tuburan,32743,42121,13,5,2,68307,Tuburan,525.5565491395838,0
Cebu,Sogod,7598,2620,45,1,1,40746,Sogod,528.8082085766418,0
Cebu,Catmon,33569,9752,5,1,1,34608,Catmon,537.5944321549727,0
Cebu,DanaoCity,1910,5391,25,6,1,161307,Danao City,547.4423156500477,0
Cebu,CebuCity,11914,16579,40,6,2,965332,City of Cebu ,553.3517616086842,6
Cebu,Compostela,96652,97956,23,17,8,58178,Compostela,553.6865425535962,0
Cebu,Carmen,13155,15906,7,5,2,50249,Carmen,545.6405290754154,2
Cebu,SanFrancisco,111259,20691,33,2,1,63789,San Francisco,562.181364920074,0
Cebu,DanaoLake,6035,3809,66,6,2,0,,565.4421563997722,0
Cebu,Poro,2560,1737,71,1,1,26908,Poro,569.1472391111282,0
Cebu,Tudela,48355,44052,12,1,1,11638,Tudela,575.6012417416953,1
Leyte,OrmocCity,134154,166079,21,9,2,238545,Ormoc City,543.6867369669267,0
Leyte,Merida,2285,2601,20,2,1,32373,Merida,543.5125292780725,0
Leyte,Pastrana,11745,7496,25,4,1,20327,Pastrana,566.137862125476,0
Leyte,Dagami,22844,24329,23,10,3,36700,Dagami,566.5682289348259,0
Leyte,Albuera,28806,29423,5,4,3,47333,Albuera,566.9790450331978,0
Leyte,Burauen,24097,22854,47,1,1,54635,Burauen,579.6543100712219,0
Leyte,BaybayCity,24078,25036,16,1,1,114708,City of Baybay,582.3590030142075,0
Leyte,Tanauan,14583,7827,77,1,1,209697,City of Tanauan,578.4614887695624,0
Leyte,Tabontabon,4309,3807,30,3,1,12157,Tabontabon,579.4495919696249,0
Leyte,Julita,31155,34238,10,23,3,16053,Julita,583.2515750377339,0
Leyte,Tolosa,28665,25732,9,2,2,22016,Tolosa,585.2369865348784,0
Leyte,Dulag,90206,49931,17,1,1,50728,Dulag,588.4109543735221,0
Leyte,LaPaz,23272,23569,8,1,1,16014,La Paz,586.8668136942366,0
Leyte,Mayorga,12524,11967,11,3,1,18713,Mayorga,593.6991124661134,0
Leyte,Macarthur,11846,4553,47,3,1,22256,Macarthur,598.305816904247,0
Cebu,Pilar,1445,1261,38,3,1,10498,Pilar,569.6503727844147,0
Leyte,Inopacan,81866,60010,14,4,4,21629,Inopacan,607.0354211678774,0
Leyte,Javier,46710,45046,10,3,1,27759,Javier,595.7786545010061,0
Leyte,Abuyog,36639,1769,590,1,1,61854,Abuyog,607.2379024860985,0
Leyte,Mahaplag,24857,26996,7,3,1,28424,Mahaplag,612.4681629614794,0
SouthernLeyte,Sogod,870,814,662,5,3,40746,Sogod,625.0426017039619,0
SouthernLeyte,Silago,15965,16358,31,1,1,14677,Silago,630.2413273978178,0
Cebu,Liloan,7091,3308,12,1,1,158387,Liloan,558.6885886865243,0
Cebu,Consolacion,19224,19186,3,1,1,153931,Consolacion,559.6849980762306,0
Cebu,TalisayCity,104168,176495,32,2,2,109204,City of Talisay,562.8062435353893,0
Cebu,MandaueCity,129088,131932,16,219,43,364482,City of Mandaue,564.179124578936,7
Cebu,Lapu-LapuCity,133629,131526,59,20,6,497813,City of Lapu-Lapu,573.3532095819709,6
Cebu,Cordoba,123475,165094,8,62,26,0,,577.0463947159396,0
Bohol,Buenavista,5129,5740,15,7,2,31550,Buenavista,594.0353961701526,0
Bohol,Jetafe,39825,44984,23,6,3,0,,594.3485347140394,0
Bohol,Talibon,10215,11185,26,3,1,71450,Talibon,604.9771314254375,3
Bohol,BienUnido,9736,10390,42,3,2,26278,Bien Unido,611.3278890345837,0
Bohol,Tubigon,6527,5698,36,3,2,49275,Tubigon,595.3371504725194,0
Bohol,Inabanga,91582,79989,18,1,1,49133,Inabanga,594.4912008887203,0
Bohol,Clarin,90718,105049,26,19,3,21318,Clarin,610.9240175084732,1
Bohol,Loon,86689,32700,38,16,5,43857,Loon,603.5452613946518,0
Bohol,Calape,109339,101779,12,6,3,33022,Calape,604.1175683402784,0
Bohol,Antequera,17166,22045,202,6,1,14881,Antequera,617.2556557579825,0
Bohol,SanIsidro,14083,12988,191,9,2,4771,San Isidro,617.7422308945647,0
Bohol,Catigbian,284534,245552,55,4,2,23812,Catigbian,616.4973237674512,0
Bohol,Sagbayan,7191,8791,6,1,1,25329,Sagbayan,615.9607404141225,0
Bohol,Balilihan,13398,21228,316,2,1,19747,Balilihan,622.1497947019412,0
Bohol,Batuan,98288,110386,12,39,8,15614,Batuan,627.9683565438719,0
Bohol,Danao,20205,20001,33,6,3,161307,Danao City,614.4033086635477,0
Bohol,Trinidad,4119,4322,30,1,1,37191,Trinidad,617.3937633569652,0
Bohol,SanMiguel,8104,15120,9,3,1,179792,San Miguel,621.0550718294858,0
Bohol,Ubay,31632,31452,49,3,2,82179,Ubay,621.5092023840127,0
Bohol,Carmen,100220,84960,6,6,2,50249,Carmen,623.0025480498614,2
Bohol,Dagohoy,29864,14998,13,2,2,20068,Dagohoy,628.0570129705524,0
Bohol,SierraBullones,16561,16466,7,20,2,26154,Sierra Bullones,637.9154918544266,0
Bohol,Pilar,9618,9900,7,3,1,10498,Pilar,632.1030711602858,0
Bohol,Alicia,14219,15444,8,1,1,74699,Alicia,633.5053578755636,0
